%batchNum lastTS numPackets totalBytes avgInterAT stdInterAT avgLength stdLength ipSrc ipDst ipSrcDst ipv4 ipv6 icmp4 icmp6 ipMaskSrc[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] ipMaskDst[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] numTCP numUDP  othersL4 srcPortTCP dstPortTCP srcPortUDP dstPortUDP ipSrcPort ipDstPort tcpSyn tcpFin tcpRes flows flowsTCP flowsUDP flowsOther avgPacketsFlowTCP stdPacketsFlowTCP avgPacketsFlowUDP stdPacketsFlowUDP avgPacketsFlowOther stdPacketsFlowOther avgInterAtFlowTCP stdInterAtFlowTCP avgInterAtFlowUDP stdInterAtFlowUDP avgInterAtFlowOther stdInterAtFlowOther avgLengthFlowTCP stdLengthFlowTCP avgLengthFlowUDP stdLengthFlowUDP avgLengthFlowOther stdLengthFlowOther onePacketFlows httpPackets httpFlows sslPackets sslFlows smtpPackets smtpFlows auxFet
11 5600008 47115 38656818 10.617722002802905 13.013912342909586 827.8312525429899 674.1580127919077 3343 1298 4590 47053 62 197 62 3195 3118 3044 2950 2858 2788 2715 2659 2598 2526 2440 2338 2228 2065 1866 1117 976 818 647 474 312 192 115 63 36 20 12 8 5 4 39438 6913 505 1464 39438 777 6913 4071 47054 964 547 380 5981 4525 912 544 8.715580110497237 42.11388138755275 7.580043859649122 30.432464054378716 1.4044117647058822 3.2061521742902164 5293862.165524862 151164.76354363505 5314952.009868421 155775.3745840092 5336561.931985294 150222.28090160064 7381.339226519337 57309.2433145645 5733.086622807017 38836.47940274992 119.57872340425531 434.25251012883217 3214 29270 3017 304 105 113 13 0
12 6100039 49394 41201873 129.57869685860692 26541.652879707006 842.1531323454267 673.9450018424584 3732 1339 5023 49362 32 256 32 3471 3362 3265 3157 3043 2968 2909 2849 2786 2717 2644 2548 2440 2282 2075 1138 1000 827 649 470 314 198 120 65 35 20 12 8 5 4 41400 7154 552 1453 41399 813 7154 4436 49362 1045 606 410 6540 4622 1235 683 8.957161401990481 37.3067790007595 5.792712550607288 22.980646671873483 1.2298682284040996 1.9934005319603765 5800349.365426223 171839.5139474769 5836571.074493927 146249.75515767594 5857401.566617862 135069.62406292814 7857.7256005193685 50396.295648226034 3942.7684210526318 28305.061631223634 74.16831683168317 293.30049133580013 3704 30195 3051 279 118 27 9 0
13 6600010 50062 42641798 9.991227544311892 12.853084706156778 859.4801064215745 668.5708064576784 3430 1231 4610 50036 26 169 26 3278 3207 3126 3025 2925 2857 2793 2720 2655 2592 2521 2415 2311 2150 1937 1097 972 814 636 470 317 201 119 67 36 20 12 8 5 4 42345 6921 601 1494 42345 776 6921 4188 50037 853 734 497 6079 4495 972 612 9.420467185761957 44.23000858717757 7.12037037037037 29.39077918726497 1.3006535947712419 3.188008577907289 6292403.251390434 148477.05184341344 6294157.153292181 153104.9796815877 6344271.772875817 140160.22403959715 8306.508787541714 59360.850078858886 5425.833333333333 37631.82667907185 125.8395061728395 814.9112375608038 3308 32246 3009 286 107 37 17 0
14 7100003 46495 38492585 159.2218515967978 32002.64229890474 836.0418313713566 673.5611297906961 3295 1222 4482 46432 63 119 63 3154 3093 3005 2916 2827 2759 2694 2643 2581 2509 2425 2333 2214 2046 1852 1097 977 822 653 471 316 198 120 64 36 20 12 8 5 4 39334 6449 530 1331 39331 806 6446 3880 46430 865 515 447 5713 4226 979 508 9.307619498343588 41.95956180967361 6.587334014300306 24.507862864515623 1.4015748031496063 3.654896402982639 6792714.287979176 150512.1950371791 6814476.576098059 155065.52166884506 6845829.811023622 145899.40529710604 8040.537988165681 56746.39020207917 4594.308478038815 30443.554590775904 130.0923913043478 621.4575477823503 3084 28250 2768 380 104 55 16 0
15 7600004 47721 40087672 10.482830188679245 12.93450523122241 849.3621551760668 668.5490469764054 3343 1280 4599 47540 181 119 181 3201 3126 3042 2960 2869 2813 2747 2692 2634 2567 2482 2382 2272 2108 1926 1103 977 818 653 471 316 202 121 66 36 20 12 8 5 4 40210 6764 447 1367 40210 860 6764 3996 47541 872 563 296 5883 4367 1052 464 9.207694069155027 45.831887827543184 6.429657794676806 24.53485531800188 1.6099137931034482 8.478039583088403 7296500.012594459 151856.35992442252 7300658.629277566 146156.83926000944 7342569.599137931 144103.57563300667 8058.948935195786 62197.77767184664 4638.652091254753 30524.6439805878 78.85185185185185 276.6713902828737 3184 29423 2864 276 99 41 16 0
16 8100001 48464 40642382 10.327296007930443 12.799239524816393 847.2030725616493 670.3433334398276 3305 1275 4528 48402 62 122 62 3160 3095 3020 2930 2843 2772 2708 2656 2595 2534 2449 2349 2229 2081 1886 1127 1010 845 661 479 316 203 118 67 36 20 12 8 5 4 41310 6457 513 1425 41310 785 6456 3991 48403 940 582 537 5954 4446 960 548 9.291497975708502 41.54696435858347 6.726041666666666 24.59215237292851 1.2718978102189782 2.765797359984341 7794385.2233468285 151513.75500878354 7807899.302083333 152329.42186553293 7847435.886861314 141404.13839097167 8017.819163292847 56247.04002008788 5189.390625 31497.62841826349 76.85555555555555 118.8802852546301 3168 30161 2930 366 129 36 14 0
17 8600003 48912 41378572 10.230931336443245 12.830575196536076 853.9152668290066 667.9849042055378 3376 1301 4588 48854 58 144 58 3240 3184 3099 2998 2913 2854 2790 2740 2661 2606 2524 2420 2299 2137 1946 1118 1007 846 676 482 325 202 124 67 36 20 12 8 5 4 42702 5473 535 1421 42702 847 5473 4054 48855 867 609 405 5861 4309 1025 527 9.909955906242748 45.447061157293376 5.3395121951219515 20.546698743795623 1.398481973434535 3.666609165209524 8290536.092828963 150867.01678942327 8307324.854634146 152371.1710453641 8353679.478178368 137463.83253564916 8797.22464608958 61465.94149753933 3359.508292682927 26045.09001980051 158.0391061452514 884.5601690882481 3117 31608 2769 409 124 45 12 0
18 9100010 48375 41491790 10.340916141040223 12.906875958438366 864.83498342956 667.7886787366963 3237 1294 4452 48345 30 162 30 3112 3047 2979 2888 2801 2738 2674 2625 2563 2511 2432 2340 2233 2086 1906 1121 987 837 669 478 312 194 118 64 36 20 12 8 5 4 42500 5198 485 1372 42498 768 5198 3863 48344 847 526 515 5630 4202 936 492 10.114231318419801 43.041275586270544 5.553418803418803 22.985432956660357 1.3760162601626016 2.053650329242237 8790674.668253213 152297.49927585313 8815234.69551282 154247.71405566254 8835073.345528455 147495.7943054056 9090.367055462984 58497.515740811294 3506.2179487179487 27169.740245353838 105.51456310679612 269.77679555046194 2971 31714 2712 358 112 68 18 0
19 9600021 48122 40635773 10.3951104920691 12.775537269922738 852.9681156986629 670.146683355894 3276 1239 4516 47997 125 170 125 3140 3089 3012 2927 2845 2793 2727 2669 2599 2540 2469 2365 2249 2094 1911 1085 959 804 640 469 314 203 123 67 37 21 13 9 6 5 42006 5337 484 1406 42006 807 5337 3953 47998 813 590 525 5726 4239 970 517 9.909412597310686 45.92794134487571 5.502061855670103 21.46711702586218 1.506769825918762 5.576095706395819 9293360.784854919 152781.62439450694 9313275.327835051 150405.26740081725 9333744.500967119 142445.01780355847 8773.873319179052 61490.191240036474 3525.958762886598 26478.717683896724 109.375 301.1524392507334 3128 31232 2751 434 100 78 24 0
20 10100004 49564 41555856 10.09592553706994 12.881719657741966 846.0676140643769 673.3499489532311 3567 1290 4763 49501 63 236 63 3323 3234 3150 3048 2959 2902 2842 2789 2728 2663 2580 2481 2363 2193 1998 1119 986 841 658 478 312 201 118 67 37 21 13 9 6 5 42056 6736 473 1428 42056 825 6735 4275 49502 824 551 408 5966 4146 1217 603 10.143753014954173 44.968601362932674 5.534921939194741 22.48768493433315 1.2802653399668324 2.66853168612766 9794705.821273517 149430.82189697947 9853445.282662284 148993.30288298015 9873181.903814262 141874.33505387823 8856.068258562469 60134.234329196035 3942.1840591618734 28475.04107840054 148.40860215053763 1365.9512381290324 3336 31853 2656 312 124 39 17 0
21 10600003 53407 46032634 9.36616341362904 12.360250913508517 870.2905244451166 666.359277048099 3538 1341 4807 53345 62 187 62 3368 3289 3205 3105 3002 2933 2863 2804 2738 2664 2580 2475 2354 2175 1970 1122 996 840 657 483 323 199 120 68 36 20 12 8 5 4 45766 6809 583 1535 45766 818 6808 4333 53346 943 573 449 6143 4413 1073 657 10.370722864264673 46.63588217733414 6.345759552656104 27.96216322510474 1.2663622526636225 2.567505644769034 1.029120659641967E7 151795.58027659525 1.0311326234855546E7 153203.6000026946 1.0343737111111112E7 148351.16752427098 9249.457965103104 62745.711483212595 4840.330848089468 36453.71975716886 82.49618320610686 235.9976791838273 3356 35510 2862 394 133 52 21 0
22 11100014 46876 38461525 10.673069945145247 13.08390443281105 828.5827355177837 673.1347316721574 3284 1300 4492 46844 32 118 32 3170 3105 3040 2947 2874 2815 2760 2714 2648 2588 2513 2411 2303 2132 1943 1120 987 827 661 483 317 196 115 64 35 20 12 8 5 4 39295 6900 531 1464 39293 813 6899 4004 46843 883 518 410 5780 4237 980 563 9.274250649044134 41.21820049351416 7.040816326530612 32.3625192632036 1.2095914742451155 1.713492584858743 1.0790371076705215E7 149791.62058363843 1.0794543855102042E7 148541.03620040423 1.0847153797513321E7 150854.6950788537 7831.689329556185 55068.95281910253 5377.623469387755 42307.502484337754 89.76063829787235 274.5934906482362 3144 29614 2705 514 130 66 20 0
23 11600011 50155 42316059 9.97191974791592 12.868103583080813 849.0785344516232 670.4162010121457 3338 1293 4578 50155 0 124 0 3217 3157 3085 2994 2916 2852 2790 2733 2672 2611 2541 2440 2303 2130 1933 1131 1009 849 674 481 319 199 115 64 35 19 11 7 4 3 41719 7900 412 1471 41719 809 7899 4027 50155 846 596 440 5746 4300 997 449 9.702093023255815 45.73789330217266 7.923771313941826 43.84986238625934 1.1937639198218264 0.848160593273575 1.1296448842093023E7 151371.89064406444 1.1312001127382146E7 150965.67779709137 1.1345928391982183E7 141635.63042925866 8369.035581395348 61365.592748741685 6334.351053159478 57163.02524371888 74.60526315789474 130.71564155589192 3136 32863 2757 471 120 67 23 0
24 12100001 49357 41121986 10.134584591685753 12.713832896182561 840.2272281476033 673.3567686370388 3200 1237 4397 49294 63 115 63 3094 3037 2963 2858 2774 2716 2658 2610 2552 2488 2421 2334 2206 2050 1884 1089 969 822 655 476 320 205 121 67 36 20 12 8 5 4 41743 6932 504 1335 41743 790 6932 3832 49295 800 534 367 5571 4134 949 488 10.09748427672956 45.26447839480906 7.304531085353003 31.131811276255004 1.3975409836065573 3.9066987447162105 1.1797670680938559E7 148875.6075719387 1.1815849895679662E7 154770.09178699038 1.183810580942623E7 141467.45259257618 8743.231978713111 60223.66604018545 5220.8451001053745 39124.14627568048 128.01098901098902 658.8799311985938 3039 31537 2683 310 101 60 20 0
25 12600010 49082 40017826 10.190865365018546 12.758552534701744 822.947273175948 674.3568053099284 3377 1207 4510 48927 155 116 155 3222 3144 3065 2969 2881 2821 2765 2715 2648 2585 2504 2401 2302 2116 1920 1091 975 819 651 476 316 198 117 65 35 19 11 7 5 4 41088 7294 429 1360 41088 805 7294 3975 48928 877 551 736 5714 4246 1036 432 9.67687235044748 42.42138832559067 7.04054054054054 28.719855776624573 1.6203703703703705 7.533259586659682 1.2295446742816769E7 150448.41229482822 1.2313635434362935E7 150617.88607227334 1.2334370789351853E7 147047.97708099702 8168.0986811116345 56962.740903905295 5129.892857142857 36527.58128693639 122.70391061452514 392.3866736727659 3055 30910 2814 429 106 68 19 0
26 13100007 49909 42439443 10.023574220707628 12.668640702604161 857.8218458180054 671.1072813206526 3284 1241 4447 49847 62 130 62 3163 3099 3026 2945 2868 2808 2745 2693 2636 2565 2492 2389 2267 2089 1895 1094 986 819 654 477 318 201 120 66 36 20 12 8 5 4 42214 7040 463 1356 42212 827 7039 3907 49846 770 585 448 5656 4150 1007 499 10.172048192771085 47.68871706116405 6.991062562065541 26.962642882726648 1.312625250501002 2.8548731322429033 1.279356045253012E7 151326.91706974822 1.281773213306852E7 151039.2330263455 1.2844805144288577E7 138595.5747297414 8988.672210171126 64747.896822066235 5093.731876861966 34546.08284741264 90.5989010989011 206.0696830824813 3056 32062 2732 430 112 66 19 0
27 13600025 47911 40026794 10.43951730761201 12.985272880750275 840.4812909457416 673.1952394369989 3292 1198 4407 47879 32 144 32 3159 3091 3027 2925 2845 2778 2717 2666 2614 2544 2470 2380 2274 2100 1913 1057 937 791 629 469 320 201 123 67 36 20 12 8 5 4 40958 6378 399 1405 40958 831 6378 3929 47880 753 537 402 5490 4046 1017 427 10.12308452792882 52.495281430021905 6.271386430678466 23.804823387691286 1.3466042154566744 2.319351439670706 1.3295263074147306E7 151903.95404230058 1.3303971978367748E7 150599.74200779415 1.3353245655737706E7 138992.4484479464 8818.609490855166 70800.26151763597 4237.0019665683385 28886.510770881003 192.67005076142132 1230.6754964916522 2955 29829 2559 931 90 64 18 0
28 14100004 48360 40486040 10.342207053469853 13.002555895670799 842.8689261772911 674.3743511731867 3319 1203 4414 48330 30 133 30 3186 3129 3059 2968 2883 2818 2756 2705 2642 2574 2495 2387 2269 2109 1918 1051 928 791 633 460 304 194 113 65 35 20 12 8 5 4 40557 7234 406 1325 40557 857 7234 3882 48331 746 481 443 5525 4068 1011 446 9.96976401179941 45.869106447081435 7.155291790306627 27.875997141218296 1.2757847533632287 1.7066212391188793 1.3797912812930187E7 149191.25496608278 1.3815191825914936E7 150740.72430181765 1.3832911114349775E7 146304.11275262936 8632.026548672566 61415.418230690164 5287.9891196834815 34951.139824894795 123.16176470588235 765.0450454506764 3084 29843 2662 296 79 70 18 0
29 14600042 51883 44817899 9.642518318549943 12.599914604966532 871.1893672854504 667.8967697432972 3379 1239 4532 51758 125 172 125 3238 3177 3107 3005 2925 2874 2808 2761 2700 2633 2561 2448 2338 2177 1987 1104 976 824 654 474 316 206 123 67 36 20 12 8 5 4 44529 6617 440 1366 44529 858 6614 3987 51759 838 574 430 5718 4141 1068 509 10.753199710214924 49.936973074907996 6.1956928838951315 23.548420114471384 1.4479371316306484 5.585907049338602 1.4292968766481526E7 150348.12095101518 1.4312135537453184E7 149518.1380629984 1.4351372980353635E7 139225.18594936255 9710.112291716976 66422.09061650121 4283.526217228465 29669.627023498004 143.27426160337552 1025.1009788687343 3199 34024 2727 218 82 67 16 0
30 15100027 48452 39018718 10.32221969900287 12.77065132606048 812.0693666881725 677.9600122927739 3202 1199 4352 48391 61 133 61 3077 3016 2951 2861 2779 2711 2649 2593 2532 2463 2397 2308 2200 2038 1850 1059 941 792 635 471 319 206 121 67 36 21 13 9 6 5 40756 7013 489 1414 40754 803 7013 3884 48390 824 542 481 5571 4158 964 449 9.801827801827802 41.50383768482793 7.274896265560166 27.663958606987695 1.5211581291759466 3.639366547098896 1.479503052020202E7 149783.73707150045 1.481374314107884E7 151681.85447510952 1.4844629432071269E7 146604.2524860038 8143.735145537647 53724.02292199479 5299.4346473029045 34762.25967799166 304.5935828877005 2189.3073245886076 3049 29925 2682 421 109 82 22 0
31 15600020 49740 40862379 10.057021601834347 12.56204201688306 828.0700346525624 673.4560104069676 3238 1286 4439 49676 64 194 64 3114 3058 2993 2895 2816 2753 2695 2647 2588 2527 2452 2358 2233 2087 1890 1129 1011 862 675 496 337 207 123 68 36 20 12 8 5 4 41314 7705 463 1378 41314 833 7705 3922 49677 821 527 485 5703 4184 1010 509 9.874282982791588 44.999551198101884 7.628712871287129 31.611174236868575 1.4165029469548134 3.144833915111349 1.5296102239483748E7 152362.97245460798 1.5315658678217823E7 151313.35772875277 1.5352464182711199E7 140061.93450501404 8362.602533460804 58817.78133327277 5779.0772277227725 40479.10411794077 163.44444444444446 1225.3512494156296 3156 31343 2736 434 128 78 19 0
32 16100001 48675 41003499 10.27721368083532 13.061487755455905 847.746567978829 670.2152780240027 3192 1236 4281 48644 31 118 31 3079 3014 2942 2852 2771 2708 2639 2590 2536 2474 2392 2299 2196 2039 1851 1103 979 818 637 469 314 192 112 64 35 20 12 8 5 4 41660 6443 423 1339 41660 830 6443 3792 48645 718 436 303 5342 3927 1010 405 10.608607079195314 45.150555941294854 6.379207920792079 26.439619236035426 1.4123456790123456 2.631246242776122 1.5790267619556913E7 148378.88886127085 1.5810128236633664E7 151430.71026129278 1.5836073022222223E7 142879.06816580374 9365.264833206009 58975.39510994244 4164.843564356435 32923.49256703914 106.5187165775401 389.8983893409861 2823 31308 2529 472 118 99 19 0
33 16600007 45692 37407653 10.947454844006568 13.455243980904232 824.5818233919675 676.6923283532385 3234 1190 4331 45692 0 126 0 3094 3025 2949 2863 2768 2695 2635 2575 2513 2451 2375 2286 2186 2040 1854 1052 935 783 623 459 313 200 118 65 35 19 11 7 4 3 39525 5585 456 1316 39525 811 5584 3811 45692 922 496 414 5534 4066 1022 446 9.72085587801279 39.63607815600309 5.464774951076321 21.949461610040593 1.304932735426009 1.7993521504794379 1.6303223073290704E7 156182.34585590687 1.6310613410958905E7 150361.23346836178 1.6347753892376682E7 145827.5170510321 8424.519921298574 51865.15956949291 3055.3326810176127 25800.812772566853 167.54545454545453 712.8526972063994 3018 29067 2671 535 102 98 18 0
34 17100020 49713 41080036 10.06428499547147 12.59202934315062 832.750562526606 673.1509876800536 3301 1219 4471 49651 62 130 62 3158 3097 3019 2929 2845 2772 2708 2652 2598 2540 2469 2376 2263 2112 1916 1074 954 801 627 464 312 196 117 65 36 20 12 8 5 4 43228 5830 463 1433 43226 873 5829 3963 49650 847 505 438 5826 4290 1093 443 10.076456876456877 42.18552099735384 5.3339432753888385 21.58379063784352 1.4785553047404063 3.6217925796271087 1.6790351670396272E7 149654.84773492906 1.681333534126258E7 149238.09623351056 1.682531775395034E7 142923.07933412163 8855.006528328282 53506.791998281 2809.2387923147303 24770.04532758569 163.81382978723406 779.6901594100384 3170 32579 2791 444 121 50 20 0
35 17600027 46303 37144202 10.806366563654832 13.298591993239667 809.2153500936778 678.219380304145 3232 1366 4543 46178 125 94 125 3110 3048 2977 2871 2792 2728 2658 2604 2554 2506 2451 2351 2243 2087 1894 1147 1016 846 662 487 328 212 123 67 36 20 12 8 5 4 39692 5971 421 1454 39692 871 5971 3958 46179 968 522 385 5673 4213 1075 385 9.421314977450749 37.40970932483085 5.554418604651163 19.543225793573708 1.6623376623376624 6.561794179730332 1.7296987188226916E7 148997.47701657572 1.7303753853023257E7 149501.32837782707 1.7333319327272728E7 146822.03264273878 8031.358414431522 48470.65895841569 3056.626976744186 21371.883837546502 136.24096385542168 459.133973937996 3159 28873 2650 774 131 95 16 0
36 18100003 47382 37653238 10.557920520292242 12.786140461313895 800.1521951634154 679.4708822307226 3177 1258 4349 47320 62 100 62 3054 2991 2912 2829 2745 2673 2613 2563 2508 2455 2376 2295 2184 2041 1862 1087 970 811 644 474 322 208 123 69 37 21 13 9 6 5 40559 6259 402 1354 40559 801 6259 3807 47321 847 523 524 5421 4071 972 378 9.962908376320314 40.52549076348396 6.439300411522634 23.07613985164492 1.492063492063492 3.592688047605498 1.779521761778433E7 151806.03809458535 1.7807260037037037E7 155339.68370866415 1.7857026783068784E7 144063.1664942748 8270.829525915009 52161.88572964472 4070.522633744856 26336.480134804395 150.3806818181818 515.6715667677706 2920 29281 2638 341 103 85 23 0
37 18600036 47475 37820966 10.5349836721795 13.072977831936017 801.1105462709961 678.7527679576468 3222 1216 4377 47443 32 107 32 3100 3036 2959 2860 2786 2721 2671 2624 2563 2503 2440 2346 2232 2080 1907 1072 965 810 647 478 321 199 117 64 35 20 12 8 5 4 41243 5736 357 1346 41242 818 5736 3824 47443 766 503 370 5439 4071 999 369 10.130926062392533 42.0828072107414 5.741741741741742 22.75668839850972 1.3441734417344173 2.44395166257381 1.8296473883566692E7 153693.51156450374 1.8302671044044044E7 154452.10811556876 1.834822930894309E7 149961.3985021327 8494.939312039312 53182.22113477869 3224.037037037037 26290.52258468393 153.92899408284023 811.7080500893666 3020 30551 2640 450 102 79 24 0
