%batchNum lastTS numPackets totalBytes avgInterAT stdInterAT avgLength stdLength ipSrc ipDst ipSrcDst ipv4 ipv6 icmp4 icmp6 ipMaskSrc[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] ipMaskDst[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] numTCP numUDP  othersL4 srcPortTCP dstPortTCP srcPortUDP dstPortUDP ipSrcPort ipDstPort tcpSyn tcpFin tcpRes flows flowsTCP flowsUDP flowsOther avgPacketsFlowTCP stdPacketsFlowTCP avgPacketsFlowUDP stdPacketsFlowUDP avgPacketsFlowOther stdPacketsFlowOther avgInterAtFlowTCP stdInterAtFlowTCP avgInterAtFlowUDP stdInterAtFlowUDP avgInterAtFlowOther stdInterAtFlowOther avgLengthFlowTCP stdLengthFlowTCP avgLengthFlowUDP stdLengthFlowUDP avgLengthFlowOther stdLengthFlowOther onePacketFlows httpPackets httpFlows sslPackets sslFlows smtpPackets smtpFlows auxFet
38 19100029 44604 34599377 11.21370741662742 13.306132967537069 781.8440592940751 679.1121269654583 3229 1239 4380 44574 30 132 30 3102 3034 2952 2871 2784 2710 2650 2597 2538 2488 2418 2317 2213 2054 1879 1080 965 819 649 474 317 201 118 68 36 20 12 8 5 4 38351 5664 427 1322 38349 758 5664 3835 44573 837 583 422 5623 4185 967 471 9.163918757467144 38.15712344104442 5.857290589451913 23.332540489804714 1.2505307855626326 1.6904879382043627 1.8790691929988053E7 149685.62609256062 1.8811294628748707E7 152359.5899411391 1.8846953184713375E7 144106.15328669018 7476.895315487572 47832.25296389764 3410.501551189245 26991.846062878132 89.52427184466019 259.073685960735 3115 27595 2715 422 108 100 24 0
39 19600021 44636 36416170 11.204002061532256 13.56887175090348 826.1695365139863 673.9623303205286 3272 1225 4403 44510 126 137 126 3156 3097 3033 2946 2856 2788 2720 2665 2609 2549 2480 2394 2262 2100 1909 1068 961 801 640 473 321 207 125 69 37 21 13 9 6 5 37621 6180 572 1314 37621 777 6179 3858 44511 776 524 542 5494 3991 951 552 9.426459533951391 37.182697511571604 6.4984227129337535 26.28239826318698 1.5126811594202898 5.64033738326897 1.929594154522676E7 150606.5954319834 1.9313738136698212E7 149486.5517712882 1.9357928125E7 145292.63317078774 8122.321723878727 49169.590542152546 4183.744479495268 32332.149024566752 104.30622009569377 425.9910931970921 3051 28105 2560 242 96 71 27 0
40 20100006 46730 40148650 10.70328588247886 13.312815655868802 865.597244680163 667.3761968974669 3221 1202 4329 46669 61 147 61 3095 3046 2977 2898 2816 2752 2697 2638 2577 2516 2430 2346 2244 2081 1892 1045 937 788 620 451 301 193 115 65 36 20 12 8 5 4 40114 5974 434 1381 40114 769 5973 3817 46670 791 508 330 5451 4101 905 445 9.781516703243112 45.26997505308566 6.6011049723756905 23.779093840333854 1.442696629213483 3.760827066579784 1.9793349235796146E7 149119.1987842644 1.9807384756906077E7 154281.21110787147 1.9843456568539325E7 152833.07472273303 8920.914167276274 61695.310398519876 3883.9977900552485 27701.201492701115 244.1089108910891 1743.0093357622775 2922 29979 2585 310 99 78 20 0
41 20600023 48620 42174704 10.28863603629555 13.206319095656259 873.8590845989681 665.1069275999256 3217 1327 4399 48524 96 124 96 3093 3038 2970 2885 2807 2750 2693 2642 2591 2536 2455 2347 2240 2094 1907 1092 966 811 644 474 320 205 120 66 36 20 12 8 5 4 40545 7455 400 1500 40545 798 7454 3958 48525 950 523 469 5467 4086 969 412 9.922907488986784 40.219274777548065 7.693498452012384 42.993843608536494 1.5048543689320388 5.001941370680804 2.0294906021781694E7 151547.94902922155 2.0319400155830752E7 154692.39828411955 2.0333432791262135E7 148380.3845719537 8906.436123348018 53317.8059253597 5945.221878224974 56118.90999436486 116.890625 450.2442219229471 3042 31615 2539 728 91 84 26 0
42 21100028 47194 39604502 10.597376173621855 13.134022760979725 844.5781459919391 668.2332233419266 3216 1240 4294 47163 31 156 31 3103 3033 2958 2865 2787 2726 2663 2615 2556 2492 2425 2337 2228 2084 1892 1076 961 800 640 476 321 204 121 67 36 21 13 9 6 5 38667 7955 385 1388 38665 830 7954 3866 47162 809 483 343 5465 4040 1011 414 9.571039603960395 37.34384318414986 7.868447082096933 40.03960699839047 1.3816425120772946 2.367758474430345 2.0792707593069308E7 151087.9109995409 2.079598653313551E7 148455.4184246136 2.0842310618357487E7 146838.43900578964 8319.423372121812 47979.19521328163 5919.481701285856 51928.796451221584 87.6504854368932 265.8164469989501 2987 30609 2568 511 99 73 24 0
43 21600004 45931 36806640 10.890917011544326 13.129448660559012 807.5072947061276 673.4128480290944 3272 1280 4457 45931 0 169 0 3129 3068 2992 2902 2824 2758 2696 2638 2585 2533 2468 2368 2263 2099 1911 1091 973 817 638 472 319 202 117 64 35 19 11 7 5 4 38877 6421 464 1436 38877 805 6421 3965 45931 834 569 360 5614 4057 1032 525 9.582696573823021 35.893095041097844 6.221899224806202 25.823735401322548 1.2057142857142857 1.3373748272535373 2.129982251663791E7 152947.79069333558 2.1318338273255814E7 152476.2867966288 2.1351419838095237E7 145590.85828066594 8077.919398570372 44659.959808776344 3889.813953488372 30405.18546118842 95.29166666666667 310.4994706860163 3145 28483 2584 890 123 72 21 0
44 22100039 45956 36580634 10.887524493794905 12.97754261160453 802.8140280033358 678.5234257442232 3272 1239 4467 45895 61 157 61 3132 3062 2978 2877 2797 2734 2670 2606 2548 2492 2409 2300 2178 2025 1836 1080 968 823 652 473 321 199 120 66 36 20 12 8 5 4 39629 5677 432 1379 39629 768 5677 3941 45896 790 690 423 5751 4326 944 481 9.160656495607952 35.90016078169625 6.013771186440678 19.573200287421713 1.3513513513513513 2.9496819660132347 2.180104212921868E7 154592.95472332294 2.180557240995763E7 153304.79695066196 2.1837063756756756E7 142052.2639026166 7765.483587609801 46385.701123554914 3144.5370762711864 20896.57554696564 93.62254901960785 242.29758077013238 3136 28643 2845 511 121 71 21 0
45 22600004 45426 36181701 11.010394186302577 13.182917716998103 805.1579732075304 674.8966364337565 3282 1161 4363 45302 124 128 124 3148 3087 3008 2924 2844 2775 2711 2662 2611 2557 2480 2394 2293 2126 1934 1033 932 780 625 457 311 197 116 65 36 20 12 8 5 4 38892 5775 507 1404 38892 776 5775 3901 45303 888 577 453 5649 4192 958 499 9.27767175572519 35.84104671701138 6.028183716075157 20.15076266318826 1.5210420841683367 5.8980992828453305 2.2295672141459923E7 149098.10341588833 2.2308024504175365E7 156793.82770220705 2.2342992054108217E7 147177.66693910892 7888.407919847328 46665.05644998152 3227.5782881002087 21738.64668106109 114.98952879581152 520.1170830733327 3108 28144 2704 398 90 75 25 0
46 23100027 42893 32096373 11.663222465830106 13.627642729360744 756.4120613673321 678.2625945207782 3370 1235 4510 42802 91 141 91 3242 3178 3102 3011 2918 2836 2760 2695 2634 2564 2484 2388 2276 2115 1904 1096 976 817 634 470 319 200 114 62 36 20 12 8 5 4 36078 6106 477 1414 36076 798 6105 4053 42801 866 541 392 5762 4281 976 505 8.427470217238962 31.885009317877284 6.256147540983607 21.944742452612093 1.4039603960396039 4.24730549412166 2.279316029642607E7 149931.50497689605 2.2810233976434425E7 152957.74187070908 2.2841266815841585E7 150400.107634744 6692.576869158878 40124.357761168736 3516.9497950819673 25079.98522724795 100.80904522613065 271.4347326160596 3151 25593 2776 305 101 97 23 0
47 23393644 27033 21368079 10.873912238474357 13.385119146009146 798.0704761904761 680.4324154041848 2407 1011 3178 27001 32 72 32 2319 2271 2206 2135 2075 2018 1966 1929 1891 1846 1800 1740 1669 1569 1447 904 806 692 565 421 293 190 113 63 36 20 12 8 5 4 23045 3579 305 1069 23045 540 3578 2871 27002 529 336 314 3944 2999 637 308 7.684228076025342 27.146601616527292 5.618524332810047 17.17218187812076 1.327922077922078 2.3061183443574222 2.3211303368122708E7 86253.63573436851 2.3219696397174254E7 86624.34733817347 2.324957638961039E7 82602.85509929541 6411.923641213738 35400.41698224527 3343.1084905660377 20282.99381111733 104.59836065573771 359.8584762803562 2104 16847 1870 285 91 93 22 0
