%batchNum lastTS numPackets totalBytes avgInterAT stdInterAT avgLength stdLength ipSrc ipDst ipSrcDst ipv4 ipv6 icmp4 icmp6 ipMaskSrc[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] ipMaskDst[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] numTCP numUDP  othersL4 srcPortTCP dstPortTCP srcPortUDP dstPortUDP ipSrcPort ipDstPort tcpSyn tcpFin tcpRes flows flowsTCP flowsUDP flowsOther avgPacketsFlowTCP stdPacketsFlowTCP avgPacketsFlowUDP stdPacketsFlowUDP avgPacketsFlowOther stdPacketsFlowOther avgInterAtFlowTCP stdInterAtFlowTCP avgInterAtFlowUDP stdInterAtFlowUDP avgInterAtFlowOther stdInterAtFlowOther avgLengthFlowTCP stdLengthFlowTCP avgLengthFlowUDP stdLengthFlowUDP avgLengthFlowOther stdLengthFlowOther onePacketFlows httpPackets httpFlows sslPackets sslFlows smtpPackets smtpFlows auxFet
11 5550023 46192 35549612 10.830261419505751 12.88640574028839 775.5058353875352 678.7439423855349 3396 1430 4729 46192 0 127 0 3245 3180 3105 3012 2918 2849 2778 2735 2668 2599 2516 2430 2284 2106 1921 1149 1004 831 663 491 330 207 121 66 36 20 12 8 5 4 38187 7350 528 1575 38185 840 7350 4223 46191 1019 568 386 5976 4410 1048 518 8.659183673469387 31.100878216705397 7.013358778625954 31.18938395922121 1.2644787644787645 2.3489092186320266 5252516.708163265 150583.812627256 5264126.325381679 149297.68424577056 5281974.393822393 152370.7551876337 7139.919709684736 39958.86684121928 3850.2547709923665 27844.605125849852 173.21782178217822 826.4165097121139 3325 26862 2734 500 128 101 27 0
12 6050001 47714 38088153 10.48323723660761 12.910535091290066 806.0228970479315 676.0449528290914 3332 1304 4567 47628 86 148 62 3201 3135 3051 2946 2865 2793 2724 2679 2611 2543 2468 2379 2259 2097 1911 1124 995 830 653 486 327 207 124 71 40 24 16 12 9 8 39678 7312 514 1387 39654 853 7311 4009 47629 929 545 504 5883 4353 999 531 9.115093039283252 32.091096930183035 7.31931931931932 32.0966383628285 1.3634651600753296 3.3100884427849326 5747120.928784746 150671.0454556212 5754307.258258258 148967.1912794011 5799746.6647834275 140754.12761922594 7789.729549632353 42222.24393075046 4169.28028028028 28347.2538448532 106.59433962264151 497.3290499882992 3175 27702 2837 1190 107 131 37 0
13 6550020 44490 33907149 11.245738316916295 13.585505530128536 771.0668334280841 677.4689170048134 3250 1297 4468 44334 156 110 156 3127 3062 2975 2880 2803 2745 2667 2610 2549 2485 2395 2299 2186 2037 1855 1120 990 813 651 475 319 204 119 66 36 20 12 8 5 4 36633 7056 535 1385 36633 778 7054 3901 44335 828 438 321 5609 4185 932 492 8.753405017921146 32.6501421155753 7.570815450643777 31.4828960990109 1.6280487804878048 7.576573865852259 6244091.127120669 151183.98798312433 6260189.307939914 151895.3123824562 6290516.934959349 141658.1713819806 7143.714695340502 41311.12951788524 4252.200643776824 28943.142091073616 280.0406976744186 2024.734997015544 3108 25708 2689 620 112 167 36 0
14 7050002 44702 34352107 11.191297925199759 13.380040843020579 775.4691979502924 679.1578199243771 3235 1293 4426 44638 64 81 64 3105 3044 2968 2875 2783 2718 2659 2606 2546 2474 2400 2302 2187 2040 1852 1115 981 811 650 467 313 199 116 67 36 20 12 8 5 4 36759 7296 502 1431 36759 797 7296 3901 44639 886 512 444 5683 4277 948 458 8.594575637128829 31.519013489687538 7.69620253164557 36.55455145488056 1.4126637554585153 3.6506863624571433 6743830.2513444 149130.1049672089 6752331.030590718 149676.60512111883 6791446.855895196 140343.27319404652 7036.2901566518585 40658.80630576513 4467.158227848101 34954.89813048003 145.53416149068323 645.8201247564004 2998 25832 2716 488 94 182 40 0
15 7550006 44189 33016735 11.322298704827462 13.412233532584294 753.0065226811413 679.3879069192025 3248 1255 4389 44158 31 106 31 3124 3073 3011 2915 2829 2767 2701 2644 2589 2527 2463 2368 2246 2062 1869 1104 990 830 654 472 317 200 116 67 37 21 13 9 6 5 35908 7705 439 1447 35906 834 7704 3931 44157 811 499 469 5616 4161 1018 437 8.629656332612353 31.351746163539346 7.568762278978389 40.7622726104587 1.3180778032036613 2.0547427973804235 7244678.221341024 150834.99709694379 7257642.912573674 151059.66070806189 7298869.414187643 145809.15961082993 6939.163701923077 39885.54514031247 4048.8889980353633 32725.368118617364 168.9702380952381 812.4551269659964 3087 24724 2636 756 97 218 53 0
16 8050002 47063 36499891 10.629020258061773 12.93078561047431 783.3030602171767 676.8155947732715 3261 1217 4388 47004 59 123 59 3142 3083 3011 2926 2844 2774 2712 2658 2589 2525 2445 2356 2242 2082 1896 1069 961 819 661 489 316 201 121 68 37 21 13 9 6 5 37439 8908 534 1384 37439 815 8908 3918 47005 867 562 449 5580 4015 986 579 9.32478206724782 36.932866294160895 9.03448275862069 50.19778326001126 1.2366148531951642 2.573613951964793 7744070.294894147 149361.140862944 7760539.801217038 151421.0284736109 7791786.597582038 141792.1169991057 7572.299626400996 47982.42151184612 6163.510141987829 59213.3948636874 100.25615763546799 285.34094203596237 3007 26962 2546 440 104 276 42 0
17 8550001 43962 32382053 11.379395097972282 13.518817480509266 741.8129796348476 680.1222797888227 3121 1265 4230 43931 31 62 31 2995 2928 2861 2764 2676 2609 2547 2494 2440 2373 2306 2231 2108 1961 1772 1120 993 846 674 493 332 204 121 67 36 20 12 8 5 4 36219 7193 457 1378 36219 770 7193 3748 43932 782 518 335 5314 3998 923 393 9.05927963981991 31.81794605007405 7.793066088840737 39.959378073129876 1.3994910941475827 2.748582794666164 8245983.39869935 152033.4505017382 8260511.065005417 153793.35891845034 8289015.603053435 149698.30763209544 7162.896448224112 39878.74019508105 4016.0281690140846 27004.06974849498 250.37908496732027 1472.6027156602472 2787 24550 2534 882 106 347 44 0
18 9050012 43858 32170766 11.404356254989166 13.610350719581076 740.332965136348 680.9692812165971 3131 1199 4216 43737 121 84 121 2990 2929 2853 2759 2670 2606 2539 2487 2424 2358 2283 2201 2098 1959 1777 1072 948 805 649 475 319 202 118 63 35 20 12 8 5 4 36155 7024 474 1353 36155 766 7024 3752 43738 835 483 442 5421 4064 943 414 8.896407480314961 34.81285385180432 7.448568398727465 32.62889441576797 1.6400966183574879 6.425342337540418 8746361.765994094 152310.516989836 8758630.388123011 150727.20750079004 8805559.234299516 148936.69028416715 6924.800196850394 43541.639761775084 4233.716861081654 30585.23003421788 231.7579617834395 1053.393639261064 2868 24856 2597 622 101 379 39 0
19 9550014 45121 33655663 11.087252488968714 13.103728847366881 753.4557523114464 680.7820241526078 3216 1277 4359 45060 61 105 61 3087 3025 2949 2855 2774 2710 2648 2594 2542 2488 2395 2311 2182 2019 1808 1128 1008 850 680 504 327 206 120 66 36 20 12 8 5 4 36918 7455 582 1378 36916 817 7455 3908 45059 891 576 458 5655 4160 985 510 8.87451923076923 38.64185280834161 7.568527918781726 41.352637269430055 1.4666666666666666 3.964054173468884 9238646.648076924 148248.53096377646 9256088.323857868 147320.55956465701 9287788.752941176 146940.78489792958 7149.415244049051 50648.77849891896 3946.9157360406093 27696.019295949813 194.2 909.3099298761828 3071 26138 2656 455 121 149 42 0
20 10050021 46351 35172373 10.790457282202896 13.10106101403862 765.7579029870243 679.4081414658376 3198 1240 4291 46259 92 132 92 3080 3025 2957 2878 2786 2723 2664 2610 2552 2489 2411 2321 2205 2044 1859 1095 978 821 650 483 317 202 116 66 36 20 12 8 5 4 37463 8179 485 1404 37463 832 8179 3843 46260 812 436 361 5531 4021 1012 498 9.316836607809003 35.04975679488024 8.08201581027668 46.80723230492731 1.4236947791164658 4.432673502245573 9744736.532703308 151827.98655180485 9756014.519762846 149712.1302876418 9790481.224899597 151693.87128593845 7451.128574981348 43819.720063504734 5116.663699307616 48687.546471977104 199.26666666666668 1368.8735515013796 3065 27380 2502 540 109 139 42 0
21 10550011 46139 34628709 10.839725106770437 12.932266750885638 755.4486136259517 679.5713208082063 3267 1453 4716 46139 0 130 0 3150 3087 3000 2911 2828 2761 2703 2651 2589 2521 2455 2362 2228 2068 1881 1228 1078 889 682 477 308 195 117 64 35 19 11 7 4 3 38297 7236 476 1641 38297 783 7235 4131 46139 1070 513 443 5863 4414 958 491 8.676257362936113 34.05840688131431 7.553235908141962 39.8451202996179 1.234215885947047 1.6127041464419691 1.0246310785908474E7 151967.4118793906 1.0273647676409185E7 153172.50562889755 1.0289076226069247E7 148188.1944451598 6975.773901223381 42646.08508699442 3966.26617954071 25372.94857299995 173.12217194570135 1153.8412278929543 3301 27322 2688 861 365 160 35 0
22 11050041 47456 36666380 10.539868895305947 12.80330113487362 779.1495112622184 678.5863932112283 3212 1377 4590 47394 62 150 62 3084 3022 2945 2860 2776 2721 2664 2614 2554 2491 2418 2312 2212 2047 1862 1176 1029 855 662 464 311 198 117 66 36 20 12 8 5 4 39763 7010 471 1577 39763 791 7009 4060 47395 831 544 483 5757 4311 952 494 9.223614010670378 37.90429168616806 7.36344537815126 31.676012184287966 1.3825910931174088 3.244428422615251 1.0745860518441197E7 154349.27025163572 1.0761672360294119E7 155728.84986280958 1.0789998791497976E7 150149.60986492463 7567.432846207376 48901.652450727444 4223.878151260505 30133.094802597905 108.41062801932367 433.33589185420834 3039 28091 2605 1296 338 113 27 0
23 11829572 25536 19901677 30.540372184133204 3251.5780548191956 786.6057468084265 679.4179763368796 2182 1068 3042 25475 61 70 61 2103 2070 2025 1966 1908 1862 1812 1775 1742 1703 1651 1588 1532 1447 1322 942 836 704 555 405 275 189 111 62 36 20 12 8 5 4 20744 4418 243 1140 20743 488 4418 2786 25475 421 382 207 3736 2899 583 254 7.15557088651259 25.691398318661577 7.578044596912521 34.1592476849443 1.4724409448818898 3.8254226260266373 1.1146886923421869E7 73842.36352441381 1.1160510265866209E7 82182.77326035727 1.1172900248031495E7 80774.45604463757 5978.603864734299 34063.915430772344 4401.598627787307 28200.85104484466 86.60176991150442 156.98534399773916 1908 15088 1798 430 224 79 23 0
24 12050048 22647 18229722 9.738648409893992 12.499614835055317 810.9742426264513 676.1066310611026 2004 923 2694 22647 0 60 0 1933 1901 1862 1812 1758 1716 1680 1649 1614 1567 1520 1475 1416 1340 1241 833 755 643 523 400 277 187 111 64 35 20 12 8 5 4 18906 3413 268 934 18906 445 3413 2414 22647 309 285 153 3288 2506 527 255 7.544293695131684 27.536640322584507 6.476280834914611 24.471917840830315 1.2862745098039217 2.4406685037296727 1.1914410655227454E7 63335.110389649075 1.1917452814041745E7 67108.11840716371 1.1943047835294118E7 61993.61893352016 6543.6791699920195 36239.24231410473 3451.493358633776 16971.824483587727 123.6930693069307 368.08673106233863 1719 13406 1566 300 126 75 20 0
25 12550001 52041 42030579 249.99094631220805 54826.808164463604 813.4024925976815 678.9990578847968 3222 1291 4470 52010 31 101 31 3092 3037 2947 2861 2769 2701 2640 2587 2535 2473 2400 2299 2191 2021 1819 1121 994 825 655 473 313 203 122 68 36 20 12 8 5 4 43378 8009 522 1444 43377 828 8009 3916 52010 747 629 437 5611 4212 981 418 10.298670465337132 44.582903983874 8.164118246687053 43.11937298010904 1.5645933014354068 4.13179989047488 1.224590493019943E7 241861.72858919244 1.2259821791029561E7 151991.6072204403 1.2301375208133971E7 152041.53862636752 8960.29019235336 58774.87595981118 4352.6574923547405 28434.273848231973 166.90285714285713 848.2150401199652 2998 32074 2670 849 227 134 23 0
26 13050017 48224 37367598 10.372961871966146 12.594040727380714 780.8581548427542 679.8068655461136 3241 1336 4465 48193 31 102 31 3109 3051 2976 2897 2817 2749 2687 2633 2586 2516 2435 2342 2233 2071 1869 1167 1027 843 669 486 320 206 120 66 36 20 12 8 5 4 39580 8010 501 1548 39580 787 8009 4023 48194 823 560 420 5676 4269 945 462 9.271492152728976 37.289561018795425 8.476190476190476 35.669841128571996 1.3722943722943723 3.0603595974657725 1.2743414912157414E7 149335.2331895287 1.275718980846561E7 151889.4726651291 1.2796901480519481E7 145524.6064780263 7637.607167955025 47436.19263861247 5014.029629629629 30577.713400051045 146.53254437869822 838.1293308004016 3002 28046 2615 763 258 110 23 0
27 13550011 46490 34941281 10.758687466379774 12.758506744592097 758.4645206103887 683.4330508905751 3288 1372 4589 46395 95 112 95 3147 3066 2983 2902 2817 2746 2683 2642 2588 2534 2453 2348 2244 2092 1899 1183 1048 862 670 492 317 200 117 66 36 20 12 8 5 4 38094 7725 464 1571 38092 845 7724 4080 46394 884 572 405 5785 4331 1022 432 8.79565920110829 32.96072472319833 7.5587084148727985 34.84647626408563 1.5532407407407407 5.0967491454702625 1.3242909405449089E7 148560.34256063224 1.3260604670254404E7 147929.56276644644 1.3269122585648147E7 137013.42678422102 7093.338106235566 41943.27176941607 4114.671232876713 27245.120299802034 137.14110429447854 649.8464424562208 3125 26531 2678 801 251 117 32 0
28 14050007 47927 36242654 10.437222117853342 12.55190737932046 761.9521296724552 681.0558154795476 3390 1421 4771 47836 91 127 91 3232 3149 3064 2975 2892 2823 2753 2701 2636 2565 2488 2391 2256 2098 1904 1208 1059 866 680 496 326 209 124 67 37 21 13 9 6 5 38942 8339 428 1567 38942 851 8339 4213 47837 950 623 356 6007 4501 1058 448 8.65185514330149 33.45885202660148 7.881852551984877 39.14322254817016 1.4419642857142858 4.754696925897892 1.3749394979115753E7 152634.36680312612 1.3760451015122874E7 148109.60631193753 1.380326697544643E7 149215.5351359743 6899.868251499667 41644.679763935594 4879.753308128545 43218.292522501295 119.04975124378109 574.6250085903957 3246 28181 2811 1071 298 166 34 0
29 14550005 50985 38716633 9.81079543224895 12.079849023194953 764.0094324729655 685.4277857132266 3251 1696 4946 50922 63 86 63 3108 3038 2953 2860 2771 2697 2632 2585 2520 2450 2376 2296 2183 2043 1855 1381 1188 959 707 500 323 202 121 65 36 20 12 8 5 4 42504 7957 375 1945 42504 839 7957 4440 50923 1189 574 434 6113 4727 1010 376 8.991749524011 37.73920394337525 7.8782178217821786 33.057420790299574 1.3936170212765957 3.4452403183325004 1.4244014858261054E7 147247.49266735988 1.4252176686138613E7 150527.9415857816 1.4277172101063829E7 141976.61969794083 7213.503067484663 44480.06013896259 4552.890099009901 29662.202697412344 126.8375 437.51564972009857 3350 30672 2700 1296 642 171 38 0
30 15050002 51027 38844011 9.803333006567984 12.20955799931245 766.56927752452 684.3180009601841 3186 1517 4695 50964 63 115 63 3059 3001 2914 2829 2744 2678 2613 2559 2503 2446 2372 2279 2176 2039 1858 1283 1105 902 697 492 324 208 121 66 36 20 12 8 5 4 42284 8137 428 1715 42284 821 8137 4185 50965 757 544 426 5813 4435 972 406 9.534160090191657 39.17740991408313 8.371399176954732 36.76220717725216 1.4926108374384237 3.5445788760961427 1.4736126842390079E7 146243.5451765223 1.4758016267489713E7 149861.5423124713 1.481200107142857E7 143967.4788976586 7640.860653889516 45892.12219043019 5077.10596707819 32488.996333120835 129.83040935672514 457.4334834846106 2944 30358 2610 1839 486 215 34 0
31 15550023 48202 37496637 10.376045319665497 12.499595146065591 781.8038655602352 680.4691047005301 3104 1481 4538 48202 0 98 0 2999 2932 2860 2772 2687 2620 2564 2519 2462 2408 2332 2254 2151 1991 1815 1264 1105 896 680 486 317 201 117 67 36 20 12 8 5 4 38679 9043 382 1657 38677 835 9043 4068 48201 737 518 306 5650 4242 1046 362 9.118104667609618 41.423990138343896 8.645315487571702 42.745534133246245 1.3259668508287292 1.6670349501020902 1.524505914309288E7 148342.90026224792 1.5262259843212238E7 148453.23854823085 1.5289721519337017E7 138230.03810453505 7452.963687809479 50820.12555075574 5603.912045889101 40281.07739371041 158.8654970760234 710.7775826021981 3036 28505 2487 1035 452 186 30 0
32 16050017 47883 38393588 10.444862233920327 12.797238668591406 807.9875626078539 676.3289984451358 3186 1362 4470 47823 60 132 60 3057 2992 2915 2828 2737 2674 2614 2565 2510 2434 2355 2266 2162 2000 1829 1208 1064 871 681 492 334 209 123 69 38 22 14 10 7 6 37977 9280 434 1472 37977 813 9280 3948 47824 805 499 400 5659 4188 999 472 9.068051575931232 40.14359076684796 9.28928928928929 45.33620376003456 1.326271186440678 3.0914726894848203 1.5747504711079273E7 153640.6222734108 1.5757884561561562E7 151830.7085221344 1.58003705E7 149543.85653451667 7644.73782234957 53311.1137492483 6366.065065065065 46528.81196957752 89.1231527093596 339.80192723658087 3105 28246 2602 1016 257 54 21 0
33 16550016 46060 35421672 10.861564862281693 13.191890678294975 778.0311895976103 680.9297217773831 3219 1305 4465 45908 152 111 152 3101 3040 2965 2868 2782 2721 2651 2602 2539 2480 2413 2321 2199 2031 1840 1158 1027 865 669 476 320 201 117 65 35 20 12 8 5 4 36394 8888 515 1440 36394 820 8888 3927 45909 778 569 473 5667 4193 971 503 8.679704269019794 28.75958555039152 9.153450051493305 40.23891062031093 1.5467196819085487 6.926194265107782 1.6246363300739327E7 151067.37211629553 1.6260442615859939E7 156260.7569632738 1.6309472137176938E7 147676.52328425815 7070.80872883377 36106.410583148565 5905.507723995881 35282.773135480194 230.20114942528735 1753.4445033809259 3060 26353 2677 623 210 58 21 0
34 17050035 47920 38062611 10.438272378089513 12.972606312112386 807.0770747635809 677.1128960741623 3298 1339 4565 47856 64 101 64 3144 3085 3006 2914 2814 2741 2670 2615 2552 2478 2399 2307 2189 2020 1851 1191 1039 869 681 489 319 201 116 64 35 20 12 8 5 4 37934 9007 814 1445 37934 830 9006 4033 47857 807 512 384 5986 4163 1000 823 9.112178717271199 36.174434604464494 9.007 36.049285707209236 1.18955042527339 2.438552246628781 1.6744050652654335E7 149364.76517804503 1.6750739918E7 150169.83557522797 1.6829018337788578E7 140167.17190734873 7617.102570261831 46953.81502843233 6337.323 38504.283810415174 92.22988505747126 290.84613975690695 3330 27575 2607 1300 273 81 21 0
35 17550001 46260 35604976 10.811824236657728 13.148060162268052 784.8753664719497 679.4846045731045 3429 1432 4831 46203 57 101 57 3288 3205 3114 3004 2905 2831 2755 2692 2624 2553 2476 2380 2261 2093 1902 1237 1080 876 666 466 313 203 122 66 36 21 13 9 6 5 37125 8017 960 1588 37123 829 8017 4331 46202 886 627 346 6384 4394 992 998 8.449021392808374 29.475891416270958 8.081653225806452 38.650053206990876 1.1202404809619237 1.8931899895872433 1.7246606443104234E7 151459.75749313162 1.7253230780241936E7 150207.63837698242 1.729083887274549E7 153436.16069079368 7024.279535624858 38045.77883156417 4766.508064516129 32018.129110881677 102.24226804123711 273.1183799829958 3726 26526 2744 1025 405 108 29 0
36 18050023 46080 35167188 10.856339557099435 13.047063178243347 780.5618244367995 678.7673970618886 3398 1386 4771 46049 31 95 31 3266 3182 3101 2991 2890 2817 2747 2688 2623 2561 2479 2390 2281 2123 1938 1224 1073 871 673 479 319 199 118 65 36 21 13 9 6 5 36868 7973 1113 1556 36868 776 7973 4223 46050 878 555 541 6440 4364 945 1131 8.44821264894592 28.180026372287248 8.437037037037037 38.643808240698995 1.0954907161803713 1.1381185709409973 1.7743453858845096E7 148408.9359784224 1.7761695557671957E7 151188.57773147285 1.7765840208664898E7 138677.20626497988 6926.12167736022 36267.8811648246 5215.966137566137 33852.96216598542 81.01796407185628 226.00043717831701 3792 26130 2688 663 339 189 28 0
37 18550002 45552 35467296 10.981660846456261 13.23037188105962 787.5785850690589 679.7273198570432 3284 1277 4535 45431 121 159 121 3130 3059 2967 2881 2805 2735 2667 2612 2563 2498 2421 2319 2204 2057 1866 1133 1004 829 654 471 315 199 116 64 36 20 12 8 5 4 37224 7513 535 1407 37224 815 7513 4003 45432 882 529 409 5801 4195 1014 592 8.87342073897497 32.835186365348974 7.409270216962525 35.35810043359498 1.3766891891891893 5.090896751038046 1.8247554140643623E7 149613.921516872 1.8250784776134122E7 149257.24179449584 1.8280152785472974E7 145082.34543171068 7484.859594755661 43344.2837961335 3990.0641025641025 28357.936263648244 105.05963302752293 352.37994246723383 3161 26436 2698 710 220 345 28 0
