%batchNum lastTS numPackets totalBytes avgInterAT stdInterAT avgLength stdLength ipSrc ipDst ipSrcDst ipv4 ipv6 icmp4 icmp6 ipMaskSrc[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] ipMaskDst[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] numTCP numUDP  othersL4 srcPortTCP dstPortTCP srcPortUDP dstPortUDP ipSrcPort ipDstPort tcpSyn tcpFin tcpRes flows flowsTCP flowsUDP flowsOther avgPacketsFlowTCP stdPacketsFlowTCP avgPacketsFlowUDP stdPacketsFlowUDP avgPacketsFlowOther stdPacketsFlowOther avgInterAtFlowTCP stdInterAtFlowTCP avgInterAtFlowUDP stdInterAtFlowUDP avgInterAtFlowOther stdInterAtFlowOther avgLengthFlowTCP stdLengthFlowTCP avgLengthFlowUDP stdLengthFlowUDP avgLengthFlowOther stdLengthFlowOther onePacketFlows httpPackets httpFlows sslPackets sslFlows smtpPackets smtpFlows auxFet
11 5600008 45869 36810698 10.907678883071553 13.087945074866509 809.4975810353169 675.2792878299372 3231 1206 4379 45837 32 88 32 3103 3041 2960 2858 2778 2714 2649 2585 2525 2470 2383 2300 2183 2026 1836 1069 942 796 632 477 317 205 123 67 36 20 12 8 5 4 38162 6974 613 1360 38162 801 6974 3875 45838 861 513 369 5682 4272 964 446 8.933052434456929 34.734412342071714 7.234439834024896 26.699515124507737 1.6434977578475336 5.458978698483195 5294366.611423221 152926.5415904275 5310757.925311203 153937.7572197931 5327631.30941704 137642.5082382088 7460.643960674157 45044.894232661354 5081.467842323652 34410.64274637833 282.5486111111111 1749.952451734999 3028 27567 2788 418 105 87 25 0
12 6100014 46187 37651988 10.831752014556798 13.318155135639682 820.9915180323579 674.1946842776417 3246 1231 4423 46156 31 141 31 3112 3056 2980 2887 2815 2743 2674 2617 2555 2496 2420 2319 2200 2018 1813 1069 953 797 625 463 307 188 114 65 35 20 12 8 5 4 38435 7035 545 1358 38435 817 7035 3895 46157 863 518 471 5665 4216 994 455 9.11646110056926 40.49748159059111 7.077464788732394 23.966672869856264 1.5758241758241758 4.9334026329159 5793309.811907021 151262.2456974641 5813061.182092555 153656.07001430646 5853350.103296704 148319.78258227304 7794.339421252372 53632.05019849449 4789.131790744467 28690.723926393406 154.13432835820896 722.685084489284 3060 27329 2735 559 109 73 27 0
13 6600023 47477 39163376 10.541686868899804 12.914131641162758 831.2371431603523 674.0142389375507 3265 1207 4436 47415 62 113 62 3132 3066 2984 2897 2814 2754 2689 2629 2566 2505 2434 2340 2227 2070 1877 1080 959 807 636 468 314 199 119 65 35 19 11 7 5 4 40273 6501 528 1382 40273 828 6501 3887 47416 876 520 360 5603 4184 1005 414 9.625478011472275 38.80832439135977 6.46865671641791 20.918367753071376 1.6980676328502415 5.984278920880823 6297623.733508605 151101.69383794078 6315313.24079602 151483.4258322889 6328570.478260869 147514.66237940767 8354.038001912046 50551.31763564436 4156.589054726368 24956.334980236403 192.27325581395348 940.0112567361615 2993 29108 2697 384 99 132 29 0
14 7100026 46355 38125667 10.791902274787413 13.064365462048752 830.7069461390971 674.180883397999 3216 1202 4346 46293 62 114 62 3087 3034 2958 2868 2789 2719 2660 2608 2541 2478 2401 2304 2184 2038 1838 1055 940 800 640 475 321 205 124 67 36 20 12 8 5 4 38732 6770 677 1333 38730 827 6770 3822 46292 818 507 422 5580 4074 1007 499 9.507118311242023 35.91911903736262 6.722939424031778 22.940231482197436 1.7094188376753507 7.574744451597956 6797948.667157585 151062.92585502475 6816162.7398212515 150594.89973905848 6856933.745490982 156126.05557692805 8205.090842131107 45615.31207625776 4633.820258192652 27681.33462884622 237.04093567251462 1222.6307964089099 3025 27810 2646 418 115 76 20 0
15 7600003 46335 37565873 10.798060726471732 13.176829610928056 818.4380827886711 675.7047777444427 3230 1152 4407 46243 92 150 92 3106 3040 2964 2869 2781 2715 2642 2588 2513 2450 2385 2290 2171 2025 1839 1024 913 773 612 454 308 195 120 67 36 20 12 8 5 4 39060 6388 645 1299 39060 796 6387 3825 46244 857 591 429 5686 4197 1010 479 9.306647605432453 31.349517261786623 6.324752475247525 20.00012376199331 1.8517745302713988 9.144399474741546 7296642.684774839 150575.58692554818 7311204.388118812 151886.79321474404 7342968.070981211 140752.7345679098 7992.3516797712655 40806.15730712042 3944.377227722772 22006.485875354527 204.16402116402116 1277.8802636608675 3009 28678 2779 379 110 138 18 0
16 8100031 48397 39363265 10.337736707185975 12.71685784685291 820.8639112482796 673.3986269243718 3289 1150 4468 48335 62 118 62 3158 3084 3011 2892 2793 2713 2641 2589 2530 2473 2403 2312 2192 2027 1847 1011 903 749 604 439 290 186 111 64 35 20 12 8 5 4 41606 5952 659 1311 41606 774 5952 3877 48336 934 576 393 5733 4270 965 498 9.743793911007026 36.52452257613397 6.167875647668394 19.977915267754938 1.6847389558232932 6.376727264232778 7794807.52412178 152131.07660101022 7808776.739896373 150306.97437186283 7857032.923694779 141858.3282512626 8386.35831381733 46039.163860118875 3651.455958549223 22501.58632685417 173.16 859.4595577620692 3051 30764 2877 437 115 105 15 0
17 8600007 47818 38355335 10.46166882872327 12.930951368129538 812.3159600152484 674.0048675497761 3272 1174 4431 47663 155 104 155 3145 3073 2996 2899 2818 2741 2668 2615 2549 2484 2409 2316 2204 2043 1848 1039 936 792 633 461 313 199 115 66 36 20 12 8 5 4 40623 6283 653 1340 40622 781 6282 3902 47663 970 530 429 5873 4378 935 560 9.27889447236181 32.55336834756186 6.719786096256684 22.306685887735938 1.6285714285714286 7.231009611388993 8293715.853814527 153703.0825854102 8301966.280213904 151261.06560268186 8341090.621428572 138256.79608901046 7814.880054832077 40978.790797416346 4409.668449197861 27347.638642697304 153.47457627118644 667.1329372263098 3081 29638 2917 450 129 92 14 0
18 9100019 48587 39065625 10.296810328851183 12.696624383713145 810.0438551019139 676.9214539822067 3252 1266 4430 48587 0 129 0 3127 3066 2991 2895 2799 2735 2666 2615 2558 2490 2410 2315 2186 2022 1828 1078 952 798 620 455 305 193 114 65 36 20 12 8 5 4 41578 6374 506 1454 41576 763 6374 3964 48586 904 510 488 5653 4276 926 451 9.72357343311506 36.32533460985929 6.883369330453564 22.751047254750823 1.4079822616407982 2.4276675729574997 8793433.536248831 150490.71254136707 8816024.798056155 156690.6746274941 8832476.793791573 147178.29419071664 8096.7230409356725 43870.69483155327 4770.91252699784 28985.926415749862 177.58461538461538 750.6337698307054 2829 30143 2759 527 132 89 14 0
19 9600018 48554 39960566 10.306676010470557 12.696893370564103 831.3095485749948 675.702654119293 3225 1284 4414 48429 125 130 125 3115 3062 2985 2885 2794 2733 2663 2610 2555 2493 2416 2318 2198 2044 1866 1097 972 808 637 462 314 206 121 68 37 21 13 9 6 5 41341 6440 518 1451 41341 826 6440 3937 48430 887 522 561 5714 4261 973 480 9.70218258624736 38.94294142925824 6.618705035971223 21.52660344095204 1.6104166666666666 6.085673066035232 9293462.735742783 149468.9922810185 9309915.250770811 156655.54688819568 9343143.470833333 140822.52971375443 8349.323163576626 50937.1648809366 4480.434737923946 26149.907471494593 130.16062176165804 468.2452747286399 3008 29909 2747 646 124 107 19 0
20 10100006 48094 39650429 10.402067860783458 12.782654798759859 832.5122826908541 670.3525844274486 3328 1234 4494 48001 93 87 93 3213 3162 3088 2995 2913 2848 2773 2719 2649 2588 2510 2419 2299 2130 1940 1082 963 806 648 483 319 204 121 66 36 20 12 8 5 4 40968 6391 555 1431 40968 795 6391 3916 48002 814 672 454 5821 4376 968 477 9.361974405850091 34.56395590108274 6.6022727272727275 22.078068658795303 1.5408805031446542 5.413896243620451 9791869.433043875 148952.17109085288 9798503.147727273 147423.95189256698 9838854.660377359 137780.87222095256 8056.30621572212 44260.973682489 4494.978305785124 27734.827828613812 283.5 1905.5793771186757 3119 30376 2890 447 101 60 20 0
21 10600005 45468 36985003 11.00193623622082 13.278346447020155 819.8381397823243 679.9552200542404 3306 1225 4466 45436 32 86 32 3177 3103 3035 2941 2849 2791 2723 2675 2612 2550 2477 2388 2261 2100 1916 1063 950 800 633 467 311 196 117 66 36 20 12 8 5 4 38322 6510 518 1416 38322 869 6508 3967 45437 867 569 394 5667 4215 1072 380 9.091814946619218 35.624970916306204 6.072761194029851 19.64372502444027 1.6736842105263159 5.269824724939051 1.0296291451957295E7 151161.53756938453 1.031241873880597E7 151092.40791479454 1.0342870018421052E7 148078.2584046355 7795.761091340451 47186.3319550256 3824.3871268656717 23488.891518933928 194.72058823529412 968.4133399839262 3034 27496 2753 452 91 70 15 0
22 11100004 44676 35720465 11.200085114007974 13.464118571699395 806.5947477758208 675.3322469161969 3235 1240 4354 44644 32 93 31 3106 3041 2972 2891 2807 2734 2666 2612 2557 2499 2416 2321 2210 2054 1859 1077 959 798 637 458 306 196 117 67 36 20 12 8 5 4 37691 6301 560 1390 37688 807 6301 3890 44643 856 525 464 5601 4152 984 465 9.077793834296724 29.618402373393064 6.403455284552845 21.561125059262057 1.4709677419354839 4.323230572227806 1.0793418946531791E7 151831.8646800852 1.0806631503048781E7 152855.26169353272 1.0856687993548388E7 152251.19984447322 7584.737653577451 36861.555247082004 4276.075203252032 26798.917275085387 171.30769230769232 821.9094307927337 2976 27180 2723 392 92 51 16 0
23 11600024 49722 42165768 10.064099983899533 12.807594431616682 855.871536728439 667.5962049452407 3260 1318 4523 49660 62 101 62 3126 3063 2988 2897 2807 2738 2670 2607 2541 2481 2408 2309 2196 2026 1840 1101 973 822 653 473 316 201 122 73 41 25 17 13 10 9 42047 6957 555 1517 42047 779 6957 3998 49661 1001 529 427 5909 4408 987 514 9.538793103448276 37.98259045745088 7.048632218844984 23.871723213869473 1.3968871595330739 3.362935997220402 1.12902236780853E7 149963.3177786371 1.1306601442755826E7 148228.21187260663 1.1343598692607004E7 144842.15000869078 8463.40222323049 50267.601153797455 4895.368794326241 29555.479036500168 161.72674418604652 846.5039114457908 3150 31412 2792 365 91 57 21 0
24 12100005 46808 37490292 10.694118905047048 13.033881950506663 809.0716474599681 675.9237402941651 3299 1276 4544 46746 62 176 62 3154 3089 3009 2925 2836 2762 2690 2642 2575 2517 2447 2340 2216 2050 1844 1072 948 793 627 465 313 196 117 65 36 20 12 8 6 5 38710 7250 610 1453 38710 791 7250 4003 46747 957 604 501 5823 4295 983 545 9.012805587892899 31.292268271102373 7.375381485249237 25.90639696804087 1.5559633027522937 4.598763296062432 1.18003417443539E7 156368.32794638682 1.1810927645981688E7 153121.25718295586 1.1838187244036697E7 147683.66421980798 7513.949476135041 39293.52384390433 5264.821973550356 32426.76390312316 197.38073394495413 1536.9697564070973 3109 27987 2713 389 85 100 26 0
25 12600022 46401 36664191 10.780144443246739 13.028480175273014 797.3166684788519 675.0201232507959 3276 1265 4485 46339 62 134 62 3146 3076 2993 2900 2806 2741 2677 2626 2556 2491 2399 2297 2181 2035 1850 1090 979 823 656 487 320 199 115 63 36 20 12 8 5 4 39230 6384 591 1424 39230 774 6384 3944 46340 896 556 429 5809 4350 950 509 9.0183908045977 32.489626991841035 6.72 19.99418336469516 1.5461689587426326 5.677481109482137 1.2293422537011495E7 153448.66392701643 1.2313078830526317E7 154675.6208856457 1.2342347911591355E7 140190.68039137713 7494.574022988506 40749.451759569936 4243.669473684211 21787.116503663594 152.51923076923077 717.0569658734878 3107 28509 2829 451 94 99 26 0
26 13100027 44494 35414184 11.243130818006026 13.433920864631624 805.8876550233246 674.0288312992906 3341 1283 4517 44400 94 124 94 3211 3149 3080 2983 2895 2826 2763 2711 2652 2592 2505 2401 2287 2119 1911 1088 958 801 639 468 307 188 113 64 36 20 12 8 5 4 37472 6233 571 1504 37470 769 6233 4036 44399 894 553 439 5732 4232 947 553 8.854442344045369 32.16058037499806 6.581837381203801 23.540524271964376 1.426763110307414 4.3810375545354034 1.2798267788279774E7 152115.78598862494 1.27969536124604E7 150375.3859253554 1.2866607942133816E7 140859.95134420137 7419.278421177027 40462.79317194775 4232.428722280887 26951.96937161453 85.08695652173913 271.60211067246723 3098 27144 2653 435 109 87 19 0
27 13600015 44221 33599268 11.314740224475019 13.47823895827511 768.4337106918239 679.8359377136336 3359 1232 4548 44097 124 138 124 3217 3152 3072 2973 2879 2803 2730 2678 2619 2557 2477 2376 2276 2141 1941 1058 947 808 635 466 313 197 121 67 36 20 12 8 5 4 38265 5221 473 1513 38265 763 5221 4054 44098 1021 506 429 5929 4496 909 524 8.510898576512455 29.932950725678676 5.743674367436744 17.460689779294427 1.4026717557251909 5.460300861324695 1.3293249548709964E7 148937.11433343485 1.3308722636963697E7 151876.32555311196 1.334612591793893E7 146763.05665249936 6850.3689946619215 36798.177754143995 3060.5203520352034 16764.58687226738 89.33333333333333 212.45573565692825 3130 26699 2853 478 129 75 18 0
28 14100002 46856 35074024 10.67804898883123 12.679291414630226 753.963026655202 683.5301288914203 3259 4240 7552 46856 0 93 0 3133 3071 2989 2900 2822 2762 2688 2630 2570 2504 2420 2307 2184 2023 1833 1819 1301 945 690 478 312 192 113 64 36 20 12 8 5 4 40558 5746 459 1523 40558 826 5746 4053 46856 3909 589 456 8850 7437 972 441 5.45354309533414 23.69495702257623 5.911522633744856 19.709542089625423 1.251700680272109 1.7346672000082841 1.3850394283313164E7 149102.03899177178 1.3812130422839506E7 152629.9091093094 1.384501635600907E7 142249.47468974337 4243.929810407422 30735.688882745864 3587.185185185185 22597.36938921779 154.6060606060606 727.8994644200737 6222 26801 2843 443 94 59 19 0
29 14600004 52897 40400762 9.457642185697264 11.511255083098776 770.221622755176 685.1589879949129 3218 5716 9015 52804 93 67 93 3086 3022 2940 2854 2787 2727 2661 2611 2551 2478 2415 2333 2208 2056 1871 2198 1488 1035 726 493 322 206 124 68 37 21 13 9 6 5 46510 5712 515 1607 46510 812 5712 4093 52805 5581 562 409 10423 8997 975 451 5.169500944759364 24.978043042068045 5.858461538461539 19.671429236461904 1.4966740576496673 5.101627930259386 1.4321428429365344E7 148772.2512577896 1.4307861333333334E7 152143.1331572362 1.4357882840354767E7 137517.95459601894 4083.8103812381905 33145.308050743835 3727.4215384615386 23025.157441951764 169.57142857142858 695.9940475935942 7597 30691 2892 457 123 93 17 0
30 15100002 50971 38962491 9.81513396800471 11.825659656970712 770.6880686763193 685.1419278156097 3185 5514 8805 50908 63 110 63 3059 2996 2925 2829 2745 2680 2615 2559 2497 2423 2334 2233 2110 1960 1781 2177 1488 1049 743 506 324 202 122 67 36 20 12 8 5 4 44265 6043 490 1473 44263 798 6043 3941 50907 5251 502 341 10084 8636 965 483 5.125636868920797 24.638091420911955 6.262176165803109 21.35122037259144 1.3726708074534162 3.30599555735618 1.482042922927281E7 149842.77682585982 1.480696952746114E7 148571.5334814968 1.4832979534161491E7 136356.34647663264 4049.7646786334685 32597.952049079613 4097.635892116183 25355.23225985605 227.86772486772486 1682.488969436392 7496 28772 2748 435 115 215 15 0
31 15600025 47750 35857701 10.480917150462139 12.314534865428657 757.3789418101172 682.6085479689442 3195 4527 7758 47718 32 110 32 3077 3009 2934 2844 2763 2703 2638 2589 2528 2468 2407 2310 2195 2030 1849 1900 1334 968 716 508 331 202 123 67 36 20 12 8 5 4 40273 6822 513 1438 40273 812 6822 3895 47719 4324 524 335 9037 7587 965 485 5.30815869250033 24.168445278899437 7.069430051813471 26.693365304796934 1.3505154639175259 2.418144470541901 1.5309739199815474E7 146745.44044807658 1.531151203419689E7 150770.52744271132 1.5341578579381444E7 143695.20545650655 4084.3727428496113 31809.035655153 5007.204145077721 32470.042759681484 221.03488372093022 1203.4953937554965 6418 26739 2689 296 85 35 16 0
32 16100005 48247 37603308 10.368856538509394 12.382094589947515 785.2419604076177 680.6259504225308 3240 3649 6893 48216 31 139 31 3120 3050 2979 2890 2810 2736 2661 2612 2553 2487 2417 2311 2188 2023 1844 1714 1265 938 701 498 334 206 123 67 36 21 13 9 6 5 40845 6760 472 1437 40845 786 6760 3955 48217 3363 625 401 8265 6866 940 459 5.948878531896301 23.91884460616591 7.191489361702128 26.157888033688398 1.3986928104575163 2.5895718474182514 1.581922709364987E7 151543.7249736429 1.5805856512765957E7 152760.80199874923 1.5836347409586057E7 152783.29458543975 4764.361637052141 30852.672574031323 5168.61914893617 32029.74634708353 161.25853658536585 1069.2902615354888 5538 28315 2934 281 100 39 15 0
33 16600003 49067 38465615 10.19659862558372 12.340655078911634 789.5312397372742 679.9226274590884 3259 3883 7107 49006 61 126 61 3143 3073 2995 2909 2815 2747 2682 2623 2565 2513 2429 2344 2219 2061 1877 1737 1268 936 695 490 327 201 120 67 36 20 12 8 5 4 40877 7561 442 1387 40877 832 7561 3882 49007 3609 607 374 8388 6994 997 397 5.844581069488132 25.089835731233936 7.5837512537612835 29.55470252470784 1.584382871536524 4.263665243639993 1.6306415544323705E7 145752.92098689984 1.630942453660983E7 152247.88378556713 1.634450377833753E7 143339.39867676867 4657.09079210752 32884.56553334906 5874.2808425275825 38071.82913072443 203.3027027027027 1233.8237839050314 5728 28608 2766 224 91 66 23 0
34 17100012 51675 40876207 9.681051673733325 11.963764966952036 794.318435319951 679.4822098997711 3292 3546 6826 51675 0 129 0 3166 3100 3015 2920 2837 2760 2688 2628 2575 2510 2434 2339 2217 2049 1850 1659 1224 908 680 487 315 195 113 65 36 20 12 8 5 4 44419 6738 389 1479 44417 831 6737 4022 51674 3258 543 451 8099 6759 1007 333 6.571830152389407 30.478596003123982 6.69116186693148 34.09757305996924 1.5555555555555556 4.227750450756746 1.6823380540168665E7 152630.32499290133 1.680225063157895E7 150359.09982479326 1.682317917117117E7 140113.3685568631 5345.955608168097 39567.57889273515 4673.100297914598 43430.51461430496 240.909604519774 1415.9802936801045 5379 32718 2880 274 102 71 22 0
35 17600016 48657 38611232 10.281531438911049 12.631071253655717 798.5509803110523 678.4307318366386 3171 3719 6894 48595 62 116 62 3042 2964 2877 2779 2694 2630 2562 2508 2461 2405 2341 2256 2153 2005 1836 1693 1238 911 670 472 317 192 119 66 36 20 12 8 5 4 41935 6158 386 1357 41935 789 6158 3849 48596 3413 491 378 8099 6758 979 362 6.205238236164545 28.24715989306301 6.290091930541369 30.234460042394645 1.558011049723757 4.137151447487451 1.7301301002811484E7 147292.4396704046 1.7310601919305414E7 150472.5177681262 1.7341735494475137E7 149085.752962878 5160.845812370524 37089.91827687534 3783.9193054136877 37471.82160927139 165.2967032967033 810.3181372254255 5542 29962 2727 307 118 52 20 0
36 18100019 48247 37059730 10.376867529880478 12.617975804898922 773.6321184034737 681.5867863017805 3176 3847 7065 48185 62 120 62 3042 2970 2878 2791 2703 2627 2556 2514 2460 2406 2340 2249 2133 1985 1806 1777 1296 963 707 493 326 199 120 66 35 20 12 8 5 4 41850 5762 453 1310 41850 811 5761 3783 48186 3502 516 305 8249 6865 971 413 6.096139839766933 26.02254051226184 5.9340885684860964 18.951996381339647 1.5375302663438257 4.694543739288926 1.783103751405681E7 157495.62760631967 1.7820703652935117E7 149094.34354941332 1.785850926392252E7 145257.22765922718 4952.331391114348 33505.21063409114 3121.2399588053554 17818.219787090136 168.951871657754 1006.3862257076642 5654 28894 2781 236 92 186 25 0
37 18600015 49960 38020514 10.014098892515971 12.236914414167845 767.0144038733105 682.320980415161 3360 3971 7354 49836 124 131 124 3239 3150 3068 2975 2892 2819 2745 2687 2629 2570 2493 2400 2268 2109 1920 1824 1321 964 701 488 315 197 115 65 36 20 12 8 5 4 43398 5878 429 1436 43398 864 5878 4042 49837 3757 597 491 8685 7200 1084 401 6.0275 27.219457909533926 5.422509225092251 17.66221601438351 1.7057356608478802 7.1450940565752346 1.8320864467916667E7 149399.19105144576 1.831408777121771E7 153717.1230940426 1.833229506733167E7 146661.62692378898 4842.620416666667 34526.66155970187 2883.0756457564576 17013.621905414668 147.6051282051282 903.5095333880417 5978 29577 2866 395 124 113 29 0
