%batchNum lastTS numPackets totalBytes avgInterAT stdInterAT avgLength stdLength ipSrc ipDst ipSrcDst ipv4 ipv6 icmp4 icmp6 ipMaskSrc[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] ipMaskDst[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] numTCP numUDP  othersL4 srcPortTCP dstPortTCP srcPortUDP dstPortUDP ipSrcPort ipDstPort tcpSyn tcpFin tcpRes flows flowsTCP flowsUDP flowsOther avgPacketsFlowTCP stdPacketsFlowTCP avgPacketsFlowUDP stdPacketsFlowUDP avgPacketsFlowOther stdPacketsFlowOther avgInterAtFlowTCP stdInterAtFlowTCP avgInterAtFlowUDP stdInterAtFlowUDP avgInterAtFlowOther stdInterAtFlowOther avgLengthFlowTCP stdLengthFlowTCP avgLengthFlowUDP stdLengthFlowUDP avgLengthFlowOther stdLengthFlowOther onePacketFlows httpPackets httpFlows sslPackets sslFlows smtpPackets smtpFlows auxFet
38 19100005 47026 35544592 10.646185944518958 12.51923473794258 761.9173025808111 683.0753563766358 3308 3937 7194 47026 0 113 0 3191 3113 3030 2944 2855 2779 2707 2662 2607 2545 2462 2370 2263 2113 1930 1844 1343 999 737 507 332 203 120 66 37 21 13 9 6 5 41120 5295 498 1431 41118 807 5295 3975 47025 3563 496 400 8446 6993 970 483 5.8801658801658805 23.924337929688782 5.458762886597938 16.94113519973411 1.2650103519668736 1.632359112846167 1.8818131506792508E7 153450.31816096464 1.88075769185567E7 149105.2339545885 1.8876586366459627E7 141671.7744978314 4694.998998855835 30578.561176666808 2774.5056759545923 17094.86919625141 165.9257142857143 732.4722871403201 5828 28081 2828 360 121 51 18 0
39 19600006 47256 35685325 10.584855733609942 12.558533332249755 763.3496331472331 680.2622554163127 3249 4255 7506 47056 200 118 200 3120 3046 2955 2868 2789 2722 2653 2608 2552 2488 2402 2313 2188 2024 1855 1872 1331 976 715 505 330 204 119 68 37 21 13 9 7 6 41139 5289 510 1415 41139 813 5289 3917 47057 3930 506 317 8799 7362 1003 434 5.5880195599022 23.55751543670651 5.273180458624128 15.98675299072456 1.9078341013824884 10.491602962316769 1.9314053019695736E7 148884.79819500732 1.9317457739780657E7 152330.0455841951 1.934819344470046E7 152125.4104424182 4471.19967400163 30684.368551886622 2736.2671984047856 16315.378309095175 129.015873015873 504.69833831548596 6101 26696 2759 352 108 64 19 0
40 20100007 49294 38036177 10.150065969755405 12.447112922911112 778.720974511209 682.1273467070511 3239 3703 6896 49199 95 119 95 3117 3055 2982 2888 2805 2733 2669 2626 2567 2503 2426 2329 2203 2037 1853 1784 1322 978 721 510 330 200 116 65 35 20 12 8 5 4 43124 5346 610 1402 43124 816 5345 3943 49200 3289 573 459 8203 6735 984 484 6.4029695619896065 31.048516767584303 5.432926829268292 16.44580283520111 1.7024793388429753 6.234899112427462 1.981409120772086E7 151486.86721834654 1.9811483136178862E7 152141.10928767594 1.9851700487603307E7 140090.39642484067 5184.95426874536 39713.58615162535 3112.066056910569 17812.967570671106 278.1658031088083 1775.610561267581 5573 29885 2829 376 119 52 17 0
41 20600007 48809 38699300 10.246628960203287 12.652829000846445 798.2926482115599 679.6030961608393 3194 3422 6534 48778 31 99 31 3073 3009 2935 2857 2767 2708 2634 2586 2531 2471 2399 2303 2195 2049 1864 1650 1237 925 684 481 310 195 122 66 36 20 12 8 5 4 42036 6028 615 1446 42036 823 6027 3892 48779 3072 479 423 7774 6334 1032 408 6.6365645721503 28.115980643403834 5.841085271317829 22.767254296841642 1.8259803921568627 7.724737447153203 2.0318217001894537E7 153818.28180509387 2.0328257132751938E7 155128.03547061657 2.03439910122549E7 141662.3418042381 5488.4051152510265 36309.92650120042 3778.7063953488373 27433.6245022672 214.4 1174.0917916816034 5143 29857 2634 326 88 115 18 0
42 21100032 50249 39645155 9.955820574591355 12.260631029741354 794.0529562570101 678.0338001908532 3285 3718 7011 50217 32 95 31 3142 3079 2999 2914 2823 2745 2676 2626 2565 2501 2420 2311 2192 2041 1849 1711 1263 935 702 495 327 202 118 66 37 21 13 9 6 5 43485 6095 543 1368 43482 803 6095 3945 50216 3420 596 509 8236 6824 1021 391 6.37236225087925 26.117907194138684 5.969637610186092 28.15441192551701 1.710997442455243 7.500042625624821 2.081744407986518E7 148996.49772934918 2.0809681439764936E7 151349.21704915995 2.0830560421994884E7 143930.57786314172 5195.406126337388 33285.772172579556 4078.751224289912 35878.04959482465 193.02941176470588 1016.1290156621787 5543 31379 2854 357 105 68 16 0
43 21600014 48550 38586062 10.302563257232341 12.70988468529224 800.2155122355869 676.9271185652302 3211 3514 6650 48490 60 85 60 3080 3008 2929 2837 2746 2676 2616 2568 2517 2453 2382 2300 2184 2032 1861 1697 1277 963 708 495 322 197 117 66 36 20 12 8 5 4 41805 6129 471 1307 41805 803 6129 3773 48491 3210 533 396 7807 6445 985 377 6.486423584173778 26.838291138185355 6.222335025380711 32.691357773828344 1.6339522546419099 5.750100910197453 2.13084413416602E7 153440.1199701413 2.131880830253807E7 155016.64568852214 2.1350426381962866E7 149078.6559197644 5372.447168347556 35197.137486079235 3999.586802030457 41431.469729337325 137.91612903225806 639.0808015953397 5187 29896 2689 326 105 57 17 0
44 22100001 47704 34983911 10.485865279758409 12.531270340536981 739.6417683249117 682.6946565022952 3288 4291 7508 47672 32 133 32 3150 3086 3007 2906 2821 2751 2681 2630 2575 2512 2435 2333 2230 2069 1886 1866 1346 995 727 513 343 210 122 68 37 21 13 9 6 5 40563 6312 664 1386 40563 807 6312 3932 47673 3910 599 433 8662 7182 991 489 5.647869674185464 22.738745414473225 6.369323915237135 34.61392952343726 1.6952965235173825 7.023186838909608 2.1822067830409355E7 148898.49900966932 2.181877358627649E7 151329.4411647053 2.183593971165644E7 152677.12707018334 4297.697855750487 28762.265173892432 4117.833501513623 43941.72625091317 187.385 1051.6550812885373 6051 27524 2625 385 103 72 21 0
45 22600001 47473 35472664 10.536697924349383 12.529779930297071 752.8709383025235 679.7401429419136 3203 4504 7628 47442 31 124 31 3066 3003 2920 2836 2749 2684 2624 2583 2523 2464 2393 2295 2187 2043 1874 1904 1372 1010 735 501 328 202 118 64 35 20 12 8 5 4 40925 5703 690 1340 40925 802 5703 3828 47443 4222 461 443 8826 7396 987 443 5.533396430502974 25.487422533661785 5.778115501519757 18.95090441418302 1.90744920993228 8.13722599861869 2.2310435815035153E7 144076.4238293296 2.231533873657548E7 149912.89789700354 2.231864596839729E7 145081.9471792504 4338.478637101136 32638.39939755703 3382.661600810537 20839.932656310437 266.73295454545456 1541.0874444247595 6258 26906 2569 367 109 77 18 0
46 23100002 47649 33812296 10.49859326446628 12.585915374339194 714.3257631773529 683.2122347453349 3050 5455 8404 47587 62 113 62 2939 2882 2813 2735 2652 2587 2525 2482 2432 2372 2304 2228 2114 1954 1778 2171 1520 1087 770 524 337 208 122 67 36 20 12 8 5 4 40790 6164 520 1362 40788 774 6163 3712 47586 5015 601 442 9477 8183 924 370 4.984724428693633 24.42565728319795 6.670995670995671 31.09216852718613 1.8783783783783783 6.6934821059522305 2.282683424306489E7 149860.87843486812 2.2808702765151516E7 149105.08004170583 2.2848215756756756E7 148243.0576183878 3652.12686384747 29875.527218531006 4216.5638528138525 38600.57567581511 190.18032786885246 944.4208882736818 7007 26392 2561 368 117 81 18 0
47 23600003 48966 36063474 10.217098138575018 12.41158675384198 742.9268277609542 680.7651087293563 3241 5069 8257 48873 93 116 93 3113 3045 2976 2887 2797 2731 2662 2612 2555 2493 2418 2310 2185 2023 1858 2085 1470 1065 756 523 346 207 119 66 36 20 12 8 5 4 41204 7020 533 1442 41204 865 7019 3937 48874 4786 506 448 9489 8010 1058 421 5.144069912609239 23.51138593138401 6.6351606805293 42.41282619782554 1.7624703087885987 6.662369953453094 2.3332786980024967E7 150174.0401072239 2.33218358194707E7 145962.29648668948 2.3343975451306414E7 144928.99026288686 3868.8700374531836 29897.750669126992 4771.258034026465 55288.39789899179 165.13836477987422 738.8935166387763 6905 28328 2599 365 117 82 19 0
48 24100005 49145 37367185 10.176992591386469 12.014821642572354 765.6809417453845 684.9980483851151 3288 4079 7282 49145 0 83 0 3164 3095 3003 2909 2823 2756 2692 2645 2588 2526 2451 2359 2230 2051 1849 1856 1372 1028 749 511 331 200 117 64 34 19 11 7 4 3 42607 5861 594 1452 42607 812 5861 3953 49145 3670 586 536 8577 7092 1030 455 6.00775521714608 28.31338254489689 5.690291262135922 17.071892530211958 1.487912087912088 4.721705782289436 2.3789000608714044E7 135548.28293488748 2.3805221917475726E7 146640.7016976449 2.3835000162637364E7 141795.91584810262 4801.972222222223 37468.98599163955 3175.6368932038836 18393.733557398904 247.19277108433735 1219.6371275471924 6025 28808 2730 338 115 82 22 0
49 24600008 42965 32913024 11.641614863449046 13.653967061328334 773.2872682846604 678.0704949893349 3184 1177 4258 42840 125 99 125 3049 2985 2910 2827 2741 2681 2619 2574 2515 2451 2385 2286 2163 2018 1835 1045 938 793 630 472 319 199 119 65 35 20 12 8 5 4 36512 5845 384 1367 36512 801 5845 3796 42841 834 437 398 5482 4111 998 373 8.881537338846996 31.6847575784809 5.856713426853707 17.721684915167206 1.6300268096514745 6.724171117081736 2.4294310820238385E7 149423.31135517123 2.4314169858717434E7 151979.77155253696 2.4356158112600535E7 151912.56529738824 7220.130381902213 40002.436487841034 3220.246492985972 18144.458525272963 111.79746835443038 439.3928204157544 2991 25780 2671 390 82 221 22 0
50 24865186 23857 18007214 11.119376074468532 13.485892728927137 760.4794121373369 677.4064227243548 2247 960 2976 23857 0 74 0 2159 2124 2077 2021 1959 1912 1863 1828 1783 1731 1678 1629 1566 1462 1326 883 808 691 563 413 278 186 109 63 35 20 12 8 5 4 20158 3411 214 998 20157 521 3411 2662 23857 387 323 192 3640 2778 634 228 7.256299496040317 23.939486044621628 5.3801261829652995 13.4201693868684 1.263157894736842 1.2943873440710196 2.4702666041036718E7 76971.5995526019 2.47029182807571E7 76361.36206356897 2.4722338969298247E7 73264.85601236897 5730.968311127115 30887.053951980484 3286.916403785489 15107.030470833362 93.34782608695652 206.6207405726313 1831 14370 1795 190 69 85 16 0
